id,title,search_word,condition,listing_type_id,category_id,domain_id,price,available_quantity,shipping.free_shipping,seller.id,seller.nickname,BRAND,GTIN,WEIGHT
MLA1539634504, Apple Tv 4k (wifi) A2737 3.ª Generación 2022 4k 64gb Color Negro Tipo De Control Remoto Control De Voz,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,446400.0,1,True,278897053,STOCKAUDIOARTE,Apple,194253097723,
MLA1437174503, Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 64gb Negro,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,350000.0,1,True,1421160673,WAREHOUSE_DEPOT_,Apple,190199532724,
MLA1760701550,Apple Tv 4k 32 Gb,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,249999.0,1,True,119914491,GAMESTATION ARG,Apple,190198625724,
MLA1424707689,Apple Tv 4k 32gb 1st Gen Netflix Hbo Prime Video Disney+,apple tv,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,309999.0,1,True,284824585,SKY- VISION,Apple,,425 g
MLA1424707635,Apple Tv 4k 32gb 1st Gen Black Mqd22ll/a Streaming,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,249999.0,1,True,284824585,SKY- VISION,Apple,,
MLA1555284784, Apple Tv 4k (wifi + Ethernet) A2843 De Voz 3.ª Generación 2022 4k 128gb Negro,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,588000.0,1,True,1340767106,AUDIOPHONES CABA,Apple,194253097402,
MLA1426291701,Apple Tv 4k 64gb Modelo A2169. Soporte Y Funda De Regalo,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,567000.0,1,True,44820200,DDJ56,Apple,,
MLA1361163774, Apple Tv 4k (wifi + Ethernet) 3.ª Generación 2022 128gb,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,658999.0,1,True,1017136269,FLUXSOLUTIONS.ARG,Apple,,
MLA1453365954, Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 32gb Negro,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,699997.0,1,True,173426652,WWW.LANGTECNOLOGIA.COM.AR,Apple,0190199532724,
MLA1594865644, Apple Tv 4k A2169 2da Generación 2021 4k 64gb,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,22222222.0,1,True,244022676,YERBATERA LITORAL,Apple,,
MLA1806378888, Apple Tv 4k A2169 64gb 2021 Ethernet Thread - Segunda Gen.,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,549999.99,1,True,7195201,DAN_AYKROYD,Apple,,
MLA1417741441,Apple Tv Fhd 32gb 2nd Gen 2021 Black Mhy93ll/a,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,249990.0,500,True,119914491,GAMESTATION ARG,Apple,,
MLA1143483929,Apple Tv 4k 32gb Negro 1.ª Generación 2017,apple tv,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,259990.0,1,True,119914491,GAMESTATION ARG,Apple,190198625724,425 g
MLA1719499042,Streaming Apple Tv Fhd 32gb 2nd Gen 2021 Black Mhy93ll/a ,apple tv,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,299990.0,500,True,119914491,GAMESTATION ARG,Apple,,
MLA1424706597,Apple Tv 4k 32gb 1st Gen Netflix Prime Video Disney+ Hbo ,apple tv,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,309999.0,1,True,119914491,GAMESTATION ARG,Apple,,
MLA1437275379,Apple Tv A1469 Estándar 3.ª Generación,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,45000.0,1,False,255727029,ESGU4947781,Apple,,
MLA1847751118, Apple Tv 3.ª Generación Full Hd Negro Semi-nuevo,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60000.0,1,True,372786386,VALENTINFABRE,Apple,,
MLA1422279097," Apple Tv Hd A1625, 4ª Generación 32gb, 2gb De Memoria Ram",apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,165000.0,1,False,58594497,SHONTE,Apple,,425 g
MLA1313569771," Apple Tv  A1625,  Negro 32gb,  Control Remoto Usado",apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,135000.0,1,False,224719601,GLOSADAABOGADOS,Apple,,
MLA1803418622, Apple Tv 4k A2843 De Voz 3.ª Generación 4k 128gb,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,340000.0,1,False,183712137,AGUSBOVALINA,Apple,,
MLA1111206110,Apple Tv Modelo A1469 3er Generación,apple tv,used,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,140000.0,1,True,5837928,FAC_MED,Apple,,
MLA1834300370,Apple Tv 4k 1st Gen 64 Gb Negro - Memoria Ram De 3 Gb A1842,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,219000.0,1,False,497373373,VERABARROSPEDRO,Apple,,
MLA1781884668, Apple Tv A1427 2.ª Generación ,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,37081.98,1,False,70102362,MARTINPASTENEFOTO,Apple,,
MLA1847756534,Apple Tv Color Negro 3 Gen Fullhd,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,75000.0,1,False,114374125,ESTIGARRIBIALUCAS,Apple,,
MLA1438665381,Apple Tv A1427 3.ª Generación Full Hd 8gb Negro 512mb,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,120000.0,1,False,98495999,EINSHI81,Apple,,
MLA1837941502,Apple Tv Hd A1625 4ta Generación Full Hd 32gb Remoto Siri,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,195000.0,1,False,13051428,ECOMIT,Apple,,425 g
MLA1866210524,Apple Tv A1218 Estándar 1.ª,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,39900.0,1,False,35040364,ANTOMARINA2007,Apple,,
MLA1863941974,Apple Tv 4k (wifi + Ethernet) 3.ª Generación 128gb,apple tv,used,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,485000.0,1,True,163283969,TECNOPLANETSRL,Apple,,
MLA1111243533,Apple Tv 3ra Generación Modelo A1469,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,100000.0,1,True,5837928,FAC_MED,Apple,,
MLA1794555584,Apple Tv A1427 3.ª Generación Full Hd,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,80000.0,1,False,233083452,MELINAMARICH,Apple,,
MLA1867549662,Apple Tv Estándar Negro Con 256mb De Memoria Ram,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,32000.0,1,False,18339619,PELIAS4644,Apple,,
MLA1440274775,Apple T Full Hd 40gb Silver Con 256mb De Memoria Ram,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,49000.0,1,True,18339619,PELIAS4644,Apple,,
MLA1145383193, Apple Tv 4.ª Generación 2017 Full Hd 64gb Casi Nuevo,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,350000.0,1,True,481782249,VALENPROVOST,Apple,,
MLA1677887932,Apple Tv 3era Generación. Full Hd. Con Control Remoto Y Hdmi,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,55000.0,1,False,34253391,CHASINGTRANE,Apple,,
MLA1140019211,"Apple Tv, 2da Generacion",apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,145000.0,1,False,29067268,EDUARDOCORBERA28,Apple,,
MLA1433276905,Apple Tv A1469 Estándar 3.ª Generación Excelente Estado,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,94000.0,1,False,85057907,TI2USAFASTER,Apple,,
MLA1867521508,Apple Tv A1469 3ra Generación,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,58000.0,1,False,115431977,RULOS1507,Apple,,
MLA1422759707,Apple Tv Full Hd,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,65000.0,1,False,186980127,EMILIANOFUMIS,Apple,,
MLA1374336429, Apple Tv A1469 3.ª Gen Rev. A Full Hd 8gb  Con 512mb De Ram,apple tv,used,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,75000.0,1,True,12436608,TINCHO_EL,Apple,,
MLA1426077727, Apple Tv A1469 Estándar 3.ª Generación Full Hd 8gb Negro ,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,50000.0,1,False,84958803,MARDID2009,Apple,,
MLA1399520644,Apple Tv 4k 32gb A1842 Negro (usado),apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,380000.0,1,False,246369034,ROGA5721822,Apple,,
MLA1853072122,Apple Tv 32gb 4.ª Gen. Control Por Voz,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,130000.0,1,False,22242500,SERSHEI2003,Apple,,425 g
MLA1844813002,Apple Tv A1469 Estándar 3.ª Generación Rev. A Full Hd 8gb.,apple tv,used,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,95000.0,1,False,75226426,DORIAN_EL,Apple,885909516230,
MLA1822817324,Apple Tv A1427  3.ª Generación Full Hd 8gb Negro,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,49000.0,1,False,154069155,JUANMANUELCASA,Apple,,
MLA1436586079,Apple Tv Hd Model1625 32gb,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,130000.0,1,True,1879356797,BD20240630230728,Apple,,425 g
MLA1435544559,Apple Tv 4k (wifi + Ethernet) 4k 128gb - Nuevo En Córdoba!,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,450000.0,1,False,1882218676,RAFARODRIGUEZPAZ_INST,Apple,,
MLA1806353046, Apple Tv 4k A2169 64gb 2021 Ethernet Thread - Segunda Gen.,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,499999.99,1,False,7195201,DAN_AYKROYD,Apple,,
MLA1818506894,Apple Tv A1378 2da Generación - Hd,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,55000.0,1,False,38725218,FLORFOS2007,Apple,,
MLA1799086010,Apple Tv A1469 Estándar 3.ª Generación Rev. A Full Hd 8gb,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,150000.0,1,True,239551649,HAINESHERNAN,Apple,,
MLA1408440613, Apple Tv A1427  Full Hd 8gb  Permuto iPhone,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,70000.0,1,False,54214508,BERGRAUL,Apple,,
MLA1798512846, Apple Tv Hd 64gb A1625 4.ª Generación 2015 Full Hd,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,170000.0,1,True,526990219,SAGMASS,Apple,,
MLA1850243166,Apple Tv 4k 32gb  5ªgen. Excelente Estado,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,189000.0,1,True,58336876,HPREVOSTI_DRA,Apple,,425 g
MLA1796559420,Apple Tv Estándar 2.ª Generación 2010 Hd,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,100000.0,1,True,70851964,MERLOMARIA,Apple,,
MLA1832239448, Apple Tv 1.ª Gen Full Hd 160gb Impecable!!!,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,49999.0,1,True,163829559,DESCALZOSERGIO,Apple,,
MLA1428080643,Apple Tv 3ra Generación,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,120000.0,1,False,290895547,CAMPASTROMARIA20211102170128,Apple,,
MLA1438439851,Apple Tv (3era Generación) Modelo A1427,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60000.0,1,False,411388685,OLIMSCHNEEBERGER,Apple,,
MLA1842988734,Apple Tv Hd A1625 4.ª Gen 2015 Full Hd 64gb,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,200000.0,1,True,126951908,H-LUCIANO,Apple,,
MLA1440183049,Apple Tv A1378 Estándar 2. 8gb Negro,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60000.0,1,False,138361081,BARBYGMORENO,Apple,,
MLA1419331631, Apple Tv 1ª Gen Full Hd -olo Aparato - Enciende - No Envío,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,25775.2,1,False,290356664,RICARDOROSANAGUILAR,Apple,,
MLA1839129680,Apple Tv A1469 Estándar 1080p,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,250000.0,1,True,1121324088,SCHNABELRITA20220510113729,Apple,,
MLA1439161441,Apple Tv A1427 Estándar 3.ª G.,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,45000.0,1,False,94569445,ANMDQ78,Apple,,
MLA1435885747,Apple Tv Hd 4.ª Gen 32gb A1625,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,90000.0,1,False,19117266,ODIN1976,Apple,,
MLA1804571190,Apple Tv 2a Generación Full Hd,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,90000.0,1,True,27193808,F.MANCUSO,Apple,,
MLA1755792356, Apple Tv A1469 3.ª Generación. Perf. Estado Caja Cable Orig,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,98000.0,1,False,12274147,WHOANMA,Apple,,
MLA1868175422,Apple Tv A1427 Estándar,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,40000.0,1,False,61514175,AJTER,Apple,,
MLA1435449813,Apple Tv Hd 4ta 32gb + Soporte De Pared,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,230000.0,1,True,80943256,TENGOUNGUANACO_1,Apple,,425 g
MLA1189756455, Apple Tv 3rd Generation,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,75000.0,1,True,140707172,COTLOD89,Apple,,
MLA1434473587,Apple Tv A1427 Estandar 3.ª Generación Full Hd Negro,apple tv,used,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,72500.0,1,False,201224710,ELSUPERBATMAN,Apple,,
MLA1841272014,Oferta Apple Tv Hd 4 A1625 + Apple Tv A1427,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,105000.0,1,True,113973630,DIEGOFREZZI,Apple,,425 g
MLA1837011658,Apple Tv A1469 3 Full Hd 1080 - 8g - Hdmi Wi-fi,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,120000.0,1,False,167236842,BIMAP,Apple,,
MLA1434551091,Apple Tv A1427 Estandar 3.ª Generación Full Hd Negro,apple tv,used,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,85000.0,1,True,201224710,ELSUPERBATMAN,Apple,,
MLA1863925116, Apple Tv Hd A1625 ,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,180000.0,1,False,108337439,GLA2411,Apple,,425 g
MLA1670324528,"Usado Apple Tv 3 A1469 Full Hd Negro Completo, Sin Detalles.",apple tv,used,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,99000.0,1,True,1530068588,PINTOANGEL20231030105348,Apple,,
MLA1434512341,Apple Tv A1427 Estandar 3.ª Generación Full Hd Negro,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,50000.0,1,False,201224710,ELSUPERBATMAN,Apple,,
MLA1852422204,Apple Tv Hd A1625 De Voz 4.ª Generación Full Hd 32gb Negro,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,110000.0,1,False,130790052,SERGIOPAGADOY,Apple,,425 g
MLA1415927043, Apple Tv A1469 3.ª Generación Rev. A Full Hd 8gb Negro,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,39000.0,1,True,163283969,TECNOPLANETSRL,Apple,,
MLA1434538437,Apple Tv A1427 Estandar 3.ª Generación Full Hd Negro,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60000.0,1,False,201224710,ELSUPERBATMAN,Apple,,
MLA1851208732,Apple Tv Hd A1625 De Voz 4.ª Generación 2015 Full Hd 32gb,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,120000.0,1,False,1128089749,NARDUZZIANALIA20230518205450,Apple,,425 g
MLA1807782138,Apple Tv A1469 Estándar 3.ª Generación,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,90000.0,1,True,87136381,ELEY1000,Apple,,
MLA1866275788,Apple Tv 3ra Generación Completo,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,45000.0,1,False,310750524,FRANCISCOCRISTIAN56,Apple,,
MLA1829730054,Apple Tv Hd  4.ª Gen 32gb Negro. Control Remoto Incluido.,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,80000.0,1,False,105583390,FEDRAAMENEIRO,Apple,,425 g
MLA1430584771,Apple Tv A1469 3.ª Generación Negro Con Control Remoto,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60000.0,1,False,69597615,MARJAUREGUI2013,Apple,,
MLA1436028141, Apple Tv A1427  8gb Negro  512mb Ram ,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,46000.0,1,False,13076563,OSLOVINILOS,Apple,,
MLA1432830907, Apple Tv Hd A1625full Hd 32gb Negro ,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,150000.0,1,False,83971104,SANYZETA0,Apple,,
MLA1434094735, Apple Tv A1469 3.ª Generación Rev. A Full Hd 8gb Negro,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,45000.0,1,False,40251114,PAO_CENDALI,Apple,,
MLA1317267791,Apple Tv 3era Generación. Full Hd. Con Control Remoto,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,65000.0,1,False,84465736,PMSCOR,Apple,,1 kg
MLA1804532240,"Apple Tv A1469, 3.ª Gen. Rev A. Con Caja, Control Y Cable.",apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,130000.0,1,False,132987380,ALANGARROTE,Apple,,
MLA1813667360,Appletv 3 A1469  Fullhd Completo Con Hdm Y Control. Funciona,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,65000.0,1,False,63673314,MMARIA81,Apple,,
MLA1433300353,Apple Tv A1469 Estándar 3.ª Generación  Memoria Ram,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,32000.0,1,False,25462198,ALFREDOMARTINMUINO,Apple,,
MLA1436930383,Apple Tv A1427 Estándar 3.ªgeneracion,apple tv,used,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,80500.0,1,False,35640592,MAXI_PASCUA77,Apple,,
MLA1836139430,Apple Tv A1469 Estándar 3.ª Generación - En Caja,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,49000.0,1,False,131286480,RVZ.TV,Apple,,
MLA1842940090,Apple Tv 3 Generación ,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,100000.0,1,False,51163333,TINTIN1994,Apple,,
MLA1824972752, Apple Tv A1469 ,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,150000.0,1,True,45628890,CZZZP27,Apple,,
MLA1839748554,Apple Tv 3.ª Generación Full Hd 8gb Con 512mb Memoria Ram,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,70000.0,1,False,25239818,MY VICTORIA,Apple,,
MLA1822830516,"Apple Tv A1469 3.ª Gen. Full Hd 8gb, 512mb Ram",apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,48500.0,1,False,31471346,ADR_MELDINI,Apple,,
MLA1853070766,Apple Tv A1427 Estándar 3.ªgen Full Hd 8gb Libre De Icloud,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,45000.0,1,False,244170278,IVAN SARANDI,Apple,,
MLA1824971084, Apple Tv A1469  Control Remoto Estándar ,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,50000.0,1,False,59139948,LOLA 1965,Apple,,
MLA1853951760,Apple Tv A1469 Completo,apple tv,used,free,MLA352001,MLA-STREAMING_MEDIA_DEVICES,39400.0,1,False,94240293,SEBAS MARDEL,Apple,,
MLA1413719050,Roku Express 3960 Estándar Full Hd Con Control Remoto,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,75198.0,1,True,207527715,TECNEC S.A,Roku,829610004914,31 g
MLA1703740836,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto Color Blanco Tipo De Control Remoto Estándar,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,78899.0,1,True,287054359,LUMPINI TRADE,Roku,829610007175,37 g
MLA1436044785,Roku Streaming Stick 4k 3820 Negro Hdr Dolby Vision Con Control Remoto,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,109999.0,1,True,209752538,KING KAROL,Roku,829610004853,0.1 kg
MLA1423063525,Roku Le 3930s4 Estándar Hd 32mb Negro Y Violeta,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60499.0,1,True,250121682,VIER TECH,Roku,829610004730,
MLA1710577232,Roku Express 4k+ Control De Voz 4k Negro 3941,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,93900.0,1,True,69526727,ELECTRONIC-MARKET,Roku,829610004624,0.045 kg
MLA1438282855,Roku Express 4k Streaming Tv Uhd Hdr Con Control Remoto 3940 1gb De Memoria Ram Negro,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,139999.0,500,True,125095349,DINATECHONLINE,Roku,829610004679,0.045 kg
MLA1403955630,Roku Express 3930 Estándar Hdmi;dts Digital Surround;dolby Por Pass-through De Hdmi 32mb Negro Con 512mb De Memoria Ram,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,73199.0,1,True,9198894,COOL-TECH-,Roku,,31 g
MLA1798430098,Convertidor Streaming Roku Le Color Negro Tipo De Control Remoto Estándar,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,79000.0,1,True,680515,ALTAVISTA COMPUTACION,Roku,829610004730,1 kg
MLA1384855265,Roku Express 3960rw Estándar Full Hd Negro,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,61999.0,500,True,318494504,ELECTRO-WORLD GROUP,Roku,,31 g
MLA1437347659,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,72099.0,1,True,148613909,VYSECOMAR,Roku,,37 g
MLA1438007623,Roku Express Le 3930s4 Hd Control Remoto Streaming,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60494.0,1,True,1473628674,TIENDATECNOINGSRL,Roku,,
MLA1579036132,Roku Express 3960 Estándar Full Hd Negro,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,55900.0,150,True,567813379,KAZTECH,Roku,,31 g
MLA1612849516,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,73999.0,200,True,165975732,VEXI STORE,Roku,,37 g
MLA1423128791,Roku Le 3930s4 Full Hd Youtube Netflix Media Streaming,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60499.0,1,True,52270943,TECNEC.,Roku,,
MLA1384878201,Roku Express 3960rw Estándar Full Hd Negro,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,61999.0,500,True,541407353,ELECTRO WORLD2,Roku,,31 g
MLA1808332264,Roku Express 3960 Estándar Full Hd Con Control Remoto,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,55900.0,250,True,1553728513,GMTECNOCOMAR,Roku,,31 g
MLA1426589595,Roku Express 3960mx Streaming Tv Hd 512mb Con Control Remoto,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,79999.0,250,True,1544403462,FASTMARKETARG,Roku,,31 g
MLA1399848407,Roku Express 3960 Estándar Full Hd Negro,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,61500.0,1,True,160757978,HFXARGENTINA,Roku,,31 g
MLA1344896471,Roku Express 3960r Smart Tv Full Hd Hdmi Wifi Disney Netflix,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,66199.0,1,True,167338436,NOVAINFOEXPRESS,Roku,,0.031 kg
MLA1403590535,Roku Express 3960 Estándar Full Hd Negro,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,62999.0,50,True,148613909,VYSECOMAR,Roku,,31 g
MLA1425717123,Roku Express 3960rw Estándar Full Hd Negro,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,71399.0,500,True,541407353,ELECTRO WORLD2,Roku,,31 g
MLA1435645765,Roku Le 3930s4 Estándar Hd 32mb Negro Y Violeta,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,60788.0,1,True,134401239,SOLO-INSUMOS BEGUI,Roku,,
MLA1425682135,Roku Express 3960mx Streaming Tv Hd 512mb Con Control Remoto,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,94999.0,150,True,1544403462,FASTMARKETARG,Roku,,31 g
MLA1134804287,Roku Streaming Stick 3820 4k Remoto C/ Voz Disney Netflix,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,111699.0,1,True,167338436,NOVAINFOEXPRESS,Roku,,
MLA1435586183,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto Color Negro,roku,new,gold_pro,MLA352001,MLA-STREAMING_MEDIA_DEVICES,90000.0,1,True,1473286957,TECNOLOGIAS COMERCIALES,Roku,829610007175,1 kg
MLA1361936695,Roku Express 3930mx Streaming Netflix Disney Youtube Hbo,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,69900.0,1,True,199785787,NETFE_STAFE,Roku,,31 g
MLA1512878296,Roku Express 4k+ 3941rw Full Hd Hdr Control Voz Wifi Disney+,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,77999.0,1,True,167338436,NOVAINFOEXPRESS,Roku,,0.045 kg
MLA1394000485,Roku Le 3930s3 Estándar Hd Blanco Y Negro,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,71999.0,1,True,315125513,MAKKASAR,Roku,829610005461,1 kg
MLA1400283991,Convertidor Roku Premiere 4k Hdr Streaming + Control Remoto,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,73999.0,200,True,234883070,VEXISHOP,Roku,,37 g
MLA1829600358,Convertidor Roku Le3930s4 Estándar Fullhd 32mb Hdmi C/remoto,roku,new,gold_special,MLA352001,MLA-STREAMING_MEDIA_DEVICES,65999.0,1,True,279922219,SGI_INFORMATICA,Roku,,
